Name,Score,Genres,Type,Episodes,Producers,Studios,Source,Duration,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch
Hunter x Hunter,8.42,"Action, Adventure, Super Power, Fantasy, Shounen",TV,62.0,Fuji TV,Nippon Animation,Manga,23 min. per ep.,143.0,319.0,416227,9525,28061,260968,15535,15100,96563
Hunter x Hunter: Original Video Animation,8.33,"Action, Adventure, Super Power, Shounen",OVA,8.0,Fuji TV,Nippon Animation,Manga,24 min. per ep.,205.0,1375.0,101579,408,2115,80683,832,776,17173
Hunter x Hunter: Greed Island,8.21,"Action, Adventure, Super Power, Fantasy, Shounen",OVA,8.0,Fuji TV,Nippon Animation,Manga,22 min. per ep.,299.0,1244.0,116633,318,2256,98042,833,802,14700
Hunter x Hunter: Greed Island Final,8.29,"Action, Adventure, Super Power, Fantasy, Shounen",OVA,14.0,Fuji TV,Nippon Animation,Manga,24 min. per ep.,230.0,1288.0,111292,268,2091,92109,827,750,15515
Jinki:Extend,6.14,"Mecha, Sci-Fi",TV,12.0,"TV Asahi, GANSIS",feel.,Manga,23 min. per ep.,7618.0,4923.0,9900,10,420,4784,474,699,3523
Kamikaze Kaitou Jeanne,7.45,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",TV,44.0,"TV Asahi, GANSIS",Toei Animation,Manga,24 min. per ep.,1746.0,2363.0,46140,499,1518,32304,1751,1977,8590
Kannazuki no Miko,6.87,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",TV,12.0,"Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment",TNK,Manga,24 min. per ep.,4169.0,2000.0,60077,767,2269,33411,2025,2994,19378
Kanon,7.11,"Drama, Romance, Slice of Life, Supernatural",TV,13.0,"Movic, Fuji TV, Fujipacific Music",Toei Animation,Visual novel,24 min. per ep.,3174.0,2105.0,55784,248,1418,32662,1469,2522,17713
Kareshi Kanojo no Jijou,7.61,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,26.0,"TV Tokyo, GANSIS","Gainax, J.C.Staff",Manga,24 min. per ep.,1254.0,875.0,170539,2188,11136,75368,10132,7994,65909
Kono Minikuku mo Utsukushii Sekai,6.76,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",TV,12.0,"Geneon Universal Entertainment, TBS, Rondo Robe, Movic","Gainax, Shaft",Original,24 min. per ep.,4625.0,2145.0,54222,178,1995,33816,1909,2381,14121
Kimi ga Nozomu Eien,7.24,"Drama, Romance, Slice of Life",TV,14.0,"Lantis, Media Factory, Age",Studio Fantasia,Visual novel,23 min. per ep.,2604.0,1187.0,123752,1072,3792,75846,3242,4458,36414
Kita e.: Diamond Dust Drops,6.62,"Drama, Romance, Slice of Life",TV,12.0,"Lantis, Media Factory, Age",Studio Deen,Visual novel,24 min. per ep.,5305.0,5411.0,7823,9,345,2781,354,418,3925
Loveless,6.86,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",TV,12.0,"Bandai Visual, TV Asahi, Movic",J.C.Staff,Manga,24 min. per ep.,4203.0,1215.0,121063,1632,4134,81173,4010,8783,22963
Blood+,7.66,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",TV,50.0,"Aniplex, Mainichi Broadcasting System",Production I.G,Original,24 min. per ep.,1116.0,431.0,317767,4623,17892,163002,20855,20329,95689
Re: Cutey Honey,7.12,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",OVA,3.0,Toei Video,"Gainax, Toei Animation",Manga,46 min. per ep.,3130.0,3430.0,22697,133,914,10939,588,534,9722
Solty Rei,7.28,"Action, Sci-Fi, Super Power",TV,24.0,"AIC, TV Asahi, Sotsu Music Publishing",Gonzo,Original,23 min. per ep.,2447.0,3233.0,25666,124,1098,13419,1462,1473,8214
Juuni Kokuki,8.06,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45.0,Sogo Vision,Studio Pierrot,Novel,25 min. per ep.,464.0,1266.0,113627,2261,6948,41705,5871,4897,54206
Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,64.0,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music",Xebec,Manga,23 min. per ep.,853.0,477.0,294021,3672,11999,208822,11722,13069,48409
X/1999,6.59,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",Movie,1.0,"Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty",Madhouse,Manga,1 hr. 37 min.,5420.0,2904.0,31227,128,454,22871,314,351,7237
X,7.43,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",TV,24.0,"Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com",Madhouse,Manga,24 min. per ep.,1804.0,1818.0,69684,796,2710,39454,3274,3006,21240
Mahou Sensei Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26.0,Starchild Records,Xebec,Manga,23 min. per ep.,3708.0,1208.0,121120,601,5607,74264,5159,7468,28622
Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",TV,13.0,"Rondo Robe, TV Tokyo Music",Studio Deen,Light novel,24 min. per ep.,2178.0,2170.0,53511,663,2234,22274,1941,2716,24346
Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",TV,24.0,"Kadokawa Shoten, TBS, KENMedia","Gainax, J.C.Staff",Manga,23 min. per ep.,6657.0,3975.0,16632,43,785,6788,751,1212,7096
"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13.0,"Victor Entertainment, Pioneer LDC, Rakuonsha",AIC,Original,25 min. per ep.,1140.0,1309.0,108100,1018,4451,39741,3252,2434,58222
Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",TV,24.0,"GDH, TV Asahi, Imagica",Gonzo,Manga,24 min. per ep.,2186.0,2251.0,50151,307,2172,26653,2370,2148,16808
Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,26.0,Broccoli,Madhouse,Manga,24 min. per ep.,3863.0,3626.0,20422,104,743,11980,1103,1557,5039
Power Stone,6.48,"Adventure, Comedy, Fantasy, Historical, Shounen",TV,26.0,Avex Entertainment,Studio Pierrot,Game,20 min. per ep.,6015.0,5874.0,6378,20,196,4024,223,447,1488
Mononoke Hime,8.72,"Action, Adventure, Fantasy",Movie,1.0,"Tokuma Shoten, Nippon Television Network",Studio Ghibli,Original,2 hr. 15 min.,40.0,91.0,876813,17114,11422,735624,3384,1386,124997
RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26.0,"Asatsu DK, Fuji TV",Bones,Original,23 min. per ep.,1820.0,1395.0,100343,949,4101,46207,4534,4203,41298
Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",TV,26.0,"GDH, Sotsu Music Publishing",Gonzo,Other,26 min. per ep.,1646.0,1295.0,110124,744,4453,67372,4951,4474,28874
Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",TV,24.0,"Kadokawa Shoten, A-Line",Bones,Light novel,23 min. per ep.,1861.0,1637.0,81917,433,3417,42524,3547,3269,29160
s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",TV,26.0,Yomiko Advertising,Sunrise,Original,24 min. per ep.,1969.0,1787.0,72311,673,2428,44099,2630,2840,20314
Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12.0,"TBS, Rondo Robe, Movic",J.C.Staff,Visual novel,24 min. per ep.,3970.0,1086.0,135721,654,5080,77659,3687,4104,45191
Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",TV,101.0,"TV Asahi, Animax",Toei Animation,Manga,23 min. per ep.,92.0,728.0,201203,5471,15530,108713,12179,7862,56919
Strange Dawn,6.35,"Adventure, Drama, Fantasy",TV,13.0,"TV Asahi, Animax",Hal Film Maker,Original,23 min. per ep.,6634.0,7014.0,4112,7,180,1487,168,205,2072
Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",TV,25.0,"Studio Izena, MediaNet",Studio Deen,Manga,24 min. per ep.,2668.0,2670.0,36569,184,2144,15626,2413,2272,14114
Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",TV,24.0,TV Asahi,Madhouse,Manga,23 min. per ep.,3911.0,934.0,158482,647,7266,100783,6039,8559,35835
Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26.0,TV Tokyo Music,Studio Pierrot,Manga,25 min. per ep.,5230.0,3254.0,25243,41,1335,13386,1350,1740,7432
Triangle Heart: Sweet Songs Forever,6.19,"Adventure, Romance",OVA,4.0,Discovery,Seven Arcs,Visual novel,28 min. per ep.,7381.0,5991.0,6030,6,192,3163,144,193,2338
Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",TV,26.0,"NHK, Kodansha",Bee Train,Manga,25 min. per ep.,1437.0,759.0,195978,2284,9373,106909,11295,11986,56415
Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",TV,26.0,"WAO World, Studio Jack",Production Reed,Manga,24 min. per ep.,2871.0,3103.0,27718,141,1221,15384,1352,1595,8166
Ultra Maniac OVA,6.69,"Comedy, Magic, Romance, School",OVA,1.0,"WAO World, Studio Jack",Production Reed,Original,21 min.,4978.0,6509.0,4941,4,76,3304,77,70,1414
Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13.0,"GDH, Dentsu, Media Factory",Gonzo,Original,22 min. per ep.,2723.0,1771.0,73554,436,2047,53218,1823,2410,14056
Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13.0,"GDH, Dentsu, Media Factory",Gonzo,Original,22 min. per ep.,1850.0,2326.0,47649,117,807,40117,720,601,5404
Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",TV,26.0,"TV Tokyo, Bandai Visual",Sunrise,Original,24 min. per ep.,1037.0,1157.0,127239,2086,4987,70674,5094,4211,42273
Whistle!,7.39,"School, Shounen, Sports",TV,39.0,Marvelous,Studio Comet,Manga,24 min. per ep.,1939.0,4545.0,12063,73,542,7300,498,603,3120
Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12.0,Happinet Pictures,Toei Animation,Game,23 min. per ep.,6577.0,3838.0,17824,46,637,9556,812,1200,5619
Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",TV,26.0,"OB Planning, Fuji TV","Gallop, Studio Comet",Manga,25 min. per ep.,231.0,638.0,229315,6949,14291,148516,7949,4915,53644
Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",TV,13.0,"OB Planning, Fuji TV",Pastel,Manga,23 min. per ep.,391.0,1095.0,134642,691,3055,114742,1279,751,14815
Initial D Third Stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen",Movie,1.0,OB Planning,Studio Deen,Manga,1 hr. 45 min.,689.0,1270.0,113842,469,1340,98309,519,348,13326
Gosenzo San'e,6.11,"Comedy, Hentai, Mystery, Supernatural",OVA,4.0,"AIC, Green Bunny, BEAM Entertainment",Xebec,Original,30 min. per ep.,1.0,8469.0,2308,4,148,1072,100,122,866
Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24.0,"Production I.G, TV Tokyo, Yomiko Advertising",Xebec,Manga,23 min. per ep.,3037.0,645.0,225891,1584,7492,154064,7241,11599,45495
Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3.0,"Starchild Records, Audio Tanaka",Xebec,Manga,30 min. per ep.,2581.0,1715.0,76962,95,771,66654,551,456,8530
Love Hina Christmas Special: Silent Eve,7.34,"Slice of Life, Comedy, Romance",Special,1.0,Yomiko Advertising,Xebec,Manga,46 min.,2174.0,2177.0,53291,49,353,47981,287,168,4502
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.21,"Adventure, Comedy, Romance",Special,1.0,Yomiko Advertising,Xebec,Light novel,46 min.,2731.0,2307.0,48221,23,369,42726,290,182,4654
Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,24.0,"Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",J.C.Staff,Light novel,24 min. per ep.,4444.0,1583.0,85634,259,3675,58233,3065,4208,16453
Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",OVA,5.0,Bandai Visual,Satelight,Original,30 min. per ep.,1438.0,2809.0,33232,125,896,22070,670,438,9158
Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",TV,12.0,"Bandai Visual, Genco",Daume,Original,23 min. per ep.,2877.0,1008.0,147889,926,3832,109656,2687,4175,27539
Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",TV,12.0,"Bandai Visual, Genco, Lantis",Daume,Original,25 min. per ep.,4123.0,1699.0,77733,192,1717,60488,1470,2083,11975
Rizelmine,6.55,"Sci-Fi, Comedy, Romance, Ecchi, School",TV,24.0,m.o.e.,"Madhouse, Imagin",Manga,15 min. per ep.,5608.0,3495.0,21968,51,959,12205,983,1638,6183
Speed Grapher,7.35,"Action, Mystery, Super Power",TV,24.0,"TV Asahi, WAO World, TAP",Gonzo,Original,23 min. per ep.,2105.0,1458.0,95801,602,4968,41984,4881,4861,39107
Sen to Chihiro no Kamikakushi,8.83,"Adventure, Supernatural, Drama",Movie,1.0,Toho,Studio Ghibli,Original,2 hr. 5 min.,23.0,41.0,1245727,25610,14444,1124666,3124,1437,102056
Tenshi na Konamaiki,7.48,"Comedy, Magic, Romance, Shounen",TV,50.0,Toho,TMS Entertainment,Manga,24 min. per ep.,1653.0,3426.0,22832,133,1595,9671,1528,1553,8485
Video Girl Ai,7.21,"Comedy, Drama, Ecchi, Romance",OVA,6.0,Shueisha,Production I.G,Manga,29 min. per ep.,2725.0,3409.0,23075,107,627,13879,548,472,7549
Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26.0,"Bandai Visual, Asatsu DK, Fuji TV",Bones,Original,23 min. per ep.,803.0,528.0,271685,5716,12930,135944,14981,11858,95972
Words Worth,6.75,"Adventure, Hentai, Demons, Magic, Fantasy",OVA,5.0,Green Bunny,Arms,Visual novel,30 min. per ep.,2.0,5518.0,7447,38,391,4406,264,265,2121
Yumeria,6.11,"Action, Comedy, Ecchi, Harem, Super Power",TV,12.0,Green Bunny,Studio Deen,Visual novel,24 min. per ep.,7783.0,3283.0,24902,35,1108,15177,1002,1630,5985
Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26.0,"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG",Manglobe,Original,24 min. per ep.,105.0,86.0,892196,29414,59611,551621,45449,19921,215594
Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",TV,27.0,"Kadokawa Shoten, Yomiko Advertising, Marubeni",AIC,Novel,24 min. per ep.,2951.0,3255.0,25344,117,1161,11810,1207,1143,10023
Lodoss-tou Senki,7.4,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,13.0,"Kadokawa Shoten, TBS, Marubeni",Madhouse,Novel,25 min. per ep.,1904.0,2236.0,51172,487,2674,24276,1835,1566,20821
R.O.D: Read or Die,7.67,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",OVA,3.0,"Aniplex, SME Visual Works",Studio Deen,Light novel,33 min. per ep.,1105.0,2075.0,56984,317,1121,39760,823,597,14683
R.O.D: The TV,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",TV,26.0,"Aniplex, Studio Deen, Broccoli, Sony Music Entertainment",J.C.Staff,Light novel,25 min. per ep.,1410.0,1971.0,61604,423,2391,32941,3095,2575,20602
Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",TV,161.0,"Shogakukan-Shueisha Productions, Kitty Films, Fuji TV, Shogakukan",Studio Deen,Manga,24 min. per ep.,891.0,767.0,194975,3665,18777,97406,22563,17404,38825
Pure Mail,6.26,Hentai,OVA,2.0,"Pink Pineapple, Green Bunny",APPP,Visual novel,30 min. per ep.,3.0,7731.0,3114,14,177,1834,112,122,869
Project A-Ko,6.86,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,1.0,Soeishinsha,APPP,Original,1 hr. 24 min.,4200.0,4227.0,14403,104,303,8473,165,142,5320
Pia Carrot e Youkoso!!,6.02,"Comedy, Romance, Hentai",OVA,3.0,NuTech Digital,Bones,Visual novel,29 min. per ep.,4.0,7767.0,3074,5,156,1715,106,139,958
Pia Carrot e Youkoso!! 2,6.15,"Comedy, Romance, Hentai",OVA,3.0,Pink Pineapple,Bones,Visual novel,30 min. per ep.,5.0,8715.0,2097,4,99,1247,65,100,586
Pia Carrot e Youkoso!! 2 DX,6.31,"Comedy, Romance",OVA,6.0,Pink Pineapple,Bones,Visual novel,28 min. per ep.,6799.0,8682.0,2109,3,93,1224,67,72,653
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.94,"Comedy, Romance",Movie,1.0,"Geneon Universal Entertainment, I-move",Bones,Visual novel,48 min.,8395.0,8347.0,2450,3,70,1498,46,65,771
Shin Angel,6.28,"Comedy, Drama, Hentai, Romance",OVA,5.0,"Pink Pineapple, Studio Tulip",Xebec,Original,30 min. per ep.,6.0,8362.0,2432,13,192,1125,105,141,869
Kidou Senkan Nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26.0,"Starchild Records, Yomiko Advertising, Audio Tanaka",Xebec,Original,23 min. per ep.,1521.0,2424.0,43756,420,2293,20469,2164,1736,17094
Kidou Senkan Nadesico: The Prince of Darkness,6.77,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Movie,1.0,"TV Tokyo, Starchild Records, Kadokawa Shoten, Toei Video, Movic, Sega, King Records, Audio Tanaka",Xebec,Original,1 hr. 19 min.,4595.0,4347.0,13414,33,243,9758,177,115,3121
Kuro no Danshou,5.76,"Hentai, Horror",OVA,4.0,Discovery,Arms,Original,30 min. per ep.,7.0,8552.0,2254,7,123,1163,101,119,748
Mezzo Forte,6.65,"Action, Comedy, Hentai, Sci-Fi",OVA,2.0,Green Bunny,Arms,Original,30 min. per ep.,8.0,3299.0,24730,93,753,16749,358,324,6546
Mezzo DSA,6.68,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,13.0,"Studio Pierrot, Shochiku, Memory-Tech, Happinet Pictures",Arms,Original,25 min. per ep.,5005.0,3924.0,17246,33,712,9251,774,957,5552
Dragon Ball,8.0,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153.0,Fuji TV,Toei Animation,Manga,24 min. per ep.,535.0,120.0,735546,13454,37544,600337,27310,23902,46453
Dragon Ball GT,6.48,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",TV,64.0,Fuji TV,Toei Animation,Manga,23 min. per ep.,5974.0,262.0,472177,1878,9834,408494,7582,21120,25147
Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",TV,13.0,"VAP, Genco",Arms,Manga,25 min. per ep.,1382.0,49.0,1187921,23830,36600,885356,27617,40191,198157
FLCL,8.03,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",OVA,6.0,"Starchild Records, GANSIS","Gainax, Production I.G",Original,25 min. per ep.,505.0,171.0,610114,23432,21496,409775,15250,13319,150274
Jigoku Shoujo,7.65,"Mystery, Horror, Psychological, Supernatural",TV,26.0,"Aniplex, SKY Perfect Well Think",Studio Deen,Original,25 min. per ep.,1158.0,490.0,286869,3283,18697,128781,18487,17659,103245
Ninin ga Shinobuden,6.92,"Comedy, Parody, Martial Arts",TV,12.0,"Toshiba Entertainment, Happinet Pictures",ufotable,Manga,24 min. per ep.,3939.0,2957.0,30291,142,1164,17164,1498,1967,8498
Air Master,7.02,"Action, Comedy, Martial Arts, Seinen",TV,27.0,"VAP, Nippon Television Network",Toei Animation,Manga,24 min. per ep.,3550.0,2829.0,32762,155,1618,17231,1617,3016,9280
Asagiri no Miko,6.18,"Action, Comedy, Supernatural, Fantasy, Seinen",TV,26.0,"Starchild Records, TV Tokyo Music, Shounen Gahousha","Chaos Project, GANSIS",Manga,12 min. per ep.,7429.0,5793.0,6599,6,308,2727,328,493,2743
Cardcaptor Sakura,8.16,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",TV,70.0,"NHK, Kodansha, Sogo Vision, YTV",Madhouse,Manga,25 min. per ep.,346.0,405.0,338021,12901,23012,214053,20936,14348,65672
Daa! Daa! Daa!,7.65,"Comedy, Sci-Fi, Shoujo",TV,78.0,"NHK, Kodansha, Sogo Vision, YTV",J.C.Staff,Manga,25 min. per ep.,1152.0,3651.0,20155,262,1368,10846,1830,1509,4602
Dan Doh!!,6.69,"Adventure, Sports, Shounen",TV,26.0,"TV Tokyo, HoriPro",Tokyo Kids,Manga,24 min. per ep.,4958.0,7451.0,3514,5,163,1873,168,288,1022
Detective Conan,8.16,"Adventure, Mystery, Comedy, Police, Shounen",TV,11.525519183386132,"Yomiuri Telecasting, Animax, YTV, TMS-Kyokuchi, Shogakukan",TMS Entertainment,Manga,25 min.,349.0,580.0,252940,11827,116021,9,55211,36141,45558
E's Otherwise,6.64,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,26.0,Sotsu,Studio Pierrot,Manga,23 min. per ep.,5178.0,4193.0,14745,29,651,8175,837,1049,4033
Koukyoushihen Eureka Seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50.0,"Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Production, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN",Bones,Original,24 min. per ep.,426.0,351.0,379048,9241,19890,190807,21434,17462,129455
Rekka no Honoo,7.36,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42.0,Fuji TV,Studio Pierrot,Manga,23 min. per ep.,2072.0,2139.0,54580,273,2631,29742,2811,2913,16483
Gankutsuou,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24.0,"GDH, TV Asahi, Media Factory, Sotsu Music Publishing",Gonzo,Novel,24 min. per ep.,342.0,767.0,193810,3521,9615,68806,8838,6263,100288
Genshiken,7.66,"Slice of Life, Comedy, Parody",TV,12.0,"Genco, Lantis, Kids Station, Toshiba Entertainment",Palm Studio,Manga,25 min. per ep.,1136.0,976.0,150618,1330,5448,78639,4887,4546,57098
Girls Bravo: First Season,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV,11.0,"Lantis, Kadokawa Shoten, Fuji TV, Rakuonsha, KlockWorx, Happinet Pictures, Studio Jack",AIC Spirits,Manga,23 min. per ep.,6170.0,1194.0,123337,329,4987,82265,4061,7118,24906
Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",TV,13.0,"VAP, Studio Jack",Madhouse,Manga,23 min. per ep.,1822.0,2742.0,34951,210,1147,22258,1005,1006,9535
Gravitation,7.02,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13.0,Aniplex,Studio Deen,Manga,22 min. per ep.,3562.0,1391.0,100585,1322,2643,74479,2326,5043,16094
Agatha Christie no Meitantei Poirot to Marple,6.88,"Historical, Mystery",TV,39.0,Aniplex,OLM,Novel,25 min. per ep.,4105.0,5915.0,6279,20,398,1983,503,607,2788
Great Teacher Onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",TV,43.0,"Aniplex, Fuji TV",Studio Pierrot,Manga,25 min. per ep.,44.0,184.0,589324,20870,44940,334925,32815,18032,158612
Groove Adventure Rave,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51.0,"TBS, Kodansha",Studio Deen,Manga,24 min. per ep.,2474.0,1600.0,84354,381,5072,40997,6578,6987,24720
Harukanaru Toki no Naka de: Hachiyou Shou,7.05,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",TV,26.0,"TBS, Kodansha",Yumeta Company,Visual novel,24 min. per ep.,3462.0,3581.0,20801,123,1424,8301,1220,1248,8608
Ichigo 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",TV,12.0,Shueisha,Madhouse,Manga,23 min. per ep.,4993.0,1440.0,96555,262,3160,63592,2608,4370,22825
InuYasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",TV,167.0,"Yomiuri Telecasting, Shogakukan",Sunrise,Manga,24 min. per ep.,740.0,187.0,588434,17186,58693,317986,54480,47273,110002
Konjiki no Gash Bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",TV,150.0,"Yomiko Advertising, Fuji TV",Toei Animation,Manga,23 min. per ep.,1434.0,1417.0,97615,1143,7577,49331,10474,11073,19160
